id|istat_id|city_name|province_id|province_name|region_id|region_name|population|source_id|wikipedia_url|geoname_url|geo_location
37|001037|Brozolo|001|Torino|001|Piemonte|435|2|||45.116952,8.071929
49|001049|Campiglione-Fenile|001|Torino|001|Piemonte|1284|2|||44.802838,7.324219
52|001052|Canischio|001|Torino|001|Piemonte|274|2|||45.374854,7.596214
69|001069|Cavagnolo|001|Torino|001|Piemonte|2281|2|||45.151753,8.049028
602|004113|Magliano Alfieri|004|Cuneo|001|Piemonte|1674|1|||44.769244,8.070136
604|004115|Mango|004|Cuneo|001|Piemonte|1334|1|||44.686443,8.150239
605|004116|Manta|004|Cuneo|001|Piemonte|3363|1|||44.615835,7.487026
606|004117|Marene|004|Cuneo|001|Piemonte|2703|1|||44.661638,7.732231
607|004118|Margarita|004|Cuneo|001|Piemonte|1297|1|||44.403432,7.684934
610|004121|Martiniana Po|004|Cuneo|001|Piemonte|667|1|||44.627234,7.362823
612|004123|Moiola|004|Cuneo|001|Piemonte|296|1|||44.321127,7.38973
613|004124|Mombarcaro|004|Cuneo|001|Piemonte|320|1|||44.467637,8.088242
614|004125|Mombasiglio|004|Cuneo|001|Piemonte|630|1|||44.366633,7.967941
616|004127|Monasterolo Casotto|004|Cuneo|001|Piemonte|126|1|||44.328232,7.943241
621|004132|Monforte d'Alba|004|Cuneo|001|Piemonte|1917|1|||44.582438,7.969637
623|004134|Montaldo di Mondovì|004|Cuneo|001|Piemonte|587|1|||44.321731,7.86714
626|004137|Montelupo Albese|004|Cuneo|001|Piemonte|459|1|||44.62144,8.048038
678|004189|Rocca de' Baldi|004|Cuneo|001|Piemonte|1616|2|||44.423633,7.761136
88|001088|Coassolo Torinese|001|Torino|001|Piemonte|1470|2|||45.297751,7.460413
122|001122|Inverso Pinasca|001|Torino|001|Piemonte|659|2|||44.94564,7.218414
130|001130|Leinì|001|Torino|001|Piemonte|11946|2|||45.18275,7.714221
139|001139|Luserna San Giovanni|001|Torino|001|Piemonte|7866|2|||44.815437,7.251318
145|001145|Massello|001|Torino|001|Piemonte|74|2|||44.958739,7.056711
664|004175|Priero|004|Cuneo|001|Piemonte|441|1|||44.376035,8.093343
668|004179|Racconigi|004|Cuneo|001|Piemonte|9856|1|||44.76984,7.678927
673|004184|Roascio|004|Cuneo|001|Piemonte|85|1|||44.417135,8.022341
681|004192|Roccavione|004|Cuneo|001|Piemonte|2791|1|||44.314628,7.482432
682|004193|Rocchetta Belbo|004|Cuneo|001|Piemonte|191|1|||44.636042,8.17534
683|004194|Roddi|004|Cuneo|001|Piemonte|1323|1|||44.679641,7.975435
684|004195|Roddino|004|Cuneo|001|Piemonte|363|1|||44.573839,8.019138
685|004196|Rodello|004|Cuneo|001|Piemonte|908|1|||44.62854,8.056838
688|004199|Sale delle Langhe|004|Cuneo|001|Piemonte|490|1|||44.395235,8.080143
690|004201|Saliceto|004|Cuneo|001|Piemonte|1500|1|||44.413336,8.168644
691|004202|Salmour|004|Cuneo|001|Piemonte|704|1|||44.578037,7.791833
695|004206|San Benedetto Belbo|004|Cuneo|001|Piemonte|192|1|||44.490137,8.057841
696|004207|San Damiano Macra|004|Cuneo|001|Piemonte|477|1|||44.48873,7.258424
699|004210|San Michele Mondovì|004|Cuneo|001|Piemonte|2069|1|||44.377033,7.91104
704|004215|Savigliano|004|Cuneo|001|Piemonte|19884|1|||44.644037,7.655929
706|004217|Scarnafigi|004|Cuneo|001|Piemonte|1910|1|||44.678737,7.565927
709|004220|Sinio|004|Cuneo|001|Piemonte|461|1|||44.600339,8.019938
154|001154|Mompantero|001|Torino|001|Piemonte|668|2|||45.147443,7.043007
183|001183|Pecetto Torinese|001|Torino|001|Piemonte|3690|2|||45.020747,7.750224
190|001190|Pinasca|001|Torino|001|Piemonte|2952|2|||44.94264,7.229115
199|001199|Pont-Canavese|001|Torino|001|Piemonte|3778|2|||45.422855,7.596213
201|001201|Pragelato|001|Torino|001|Piemonte|448|2|||45.013639,6.941607
202|001202|Prali|001|Torino|001|Piemonte|312|2|||44.889437,7.051312
204|001204|Pramollo|001|Torino|001|Piemonte|258|2|||44.908139,7.190715
205|001205|Prarostino|001|Torino|001|Piemonte|1224|2|||44.866339,7.267617
746|005007|Baldichieri d'Asti|005|Asti|001|Piemonte|1009|1|||44.905947,8.091634
747|005008|Belveglio|005|Asti|001|Piemonte|320|1|||44.829948,8.32834
749|005010|Bruno|005|Asti|001|Piemonte|375|1|||44.793248,8.440543
753|005014|Calliano|005|Asti|001|Piemonte|1406|1|||45.008551,8.257535
756|005017|Canelli|005|Asti|001|Piemonte|10230|1|||44.721545,8.292441
757|005018|Cantarana|005|Asti|001|Piemonte|839|1|||44.902447,8.027532
758|005019|Capriglio|005|Asti|001|Piemonte|309|1|||45.003549,8.00893
759|005020|Casorzo|005|Asti|001|Piemonte|687|1|||45.022452,8.337037
760|005021|Cassinasco|005|Asti|001|Piemonte|592|1|||44.689144,8.302642
763|005024|Castel Boglione|005|Asti|001|Piemonte|645|1|||44.721946,8.379943
764|005025|Castell'Alfero|005|Asti|001|Piemonte|2691|1|||44.98125,8.210535
765|005026|Castellero|005|Asti|001|Piemonte|291|1|||44.925348,8.073833
766|005027|Castelletto Molina|005|Asti|001|Piemonte|169|1|||44.751247,8.433244
769|005030|Castelnuovo Calcea|005|Asti|001|Piemonte|779|1|||44.788346,8.28504
772|005033|Cellarengo|005|Asti|001|Piemonte|605|1|||44.864345,7.945331
227|001227|Roure|001|Torino|001|Piemonte|966|2|||45.00214,7.131612
234|001234|Salza di Pinerolo|001|Torino|001|Piemonte|78|2|||44.940038,7.052411
245|001245|San Giorio di Susa|001|Torino|001|Piemonte|949|2|||45.128144,7.17821
248|001248|San Maurizio Canavese|001|Torino|001|Piemonte|7259|2|||45.21705,7.630518
252|001252|San Raffaele Cimena|001|Torino|001|Piemonte|2815|2|||45.146651,7.849324
263|001263|Sestriere|001|Torino|001|Piemonte|838|2|||44.958637,6.877507
279|001279|Traves|001|Torino|001|Piemonte|545|2|||45.26795,7.430813
284|001284|Val della Torre|001|Torino|001|Piemonte|3529|2|||45.155147,7.445015
778|005039|Cinaglio|005|Asti|001|Piemonte|459|1|||44.975249,8.100033
779|005040|Cisterna d'Asti|005|Asti|001|Piemonte|1241|1|||44.826144,8.000933
780|005041|Coazzolo|005|Asti|001|Piemonte|300|1|||44.728244,8.145138
781|005042|Cocconato|005|Asti|001|Piemonte|1540|1|||45.088051,8.039429
782|005044|Corsione|005|Asti|001|Piemonte|169|1|||45.00095,8.145233
787|005049|Cossombrato|005|Asti|001|Piemonte|488|1|||44.99295,8.136133
789|005051|Cunico|005|Asti|001|Piemonte|497|1|||45.03995,8.096731
791|005053|Ferrere|005|Asti|001|Piemonte|1473|1|||44.875446,7.994732
799|005061|Maranzana|005|Asti|001|Piemonte|307|1|||44.760347,8.478445
800|005062|Maretto|005|Asti|001|Piemonte|358|1|||44.944848,8.034132
803|005065|Mombaruzzo|005|Asti|001|Piemonte|1163|1|||44.771447,8.448244
804|005066|Mombercelli|005|Asti|001|Piemonte|2214|1|||44.817847,8.29474
805|005067|Monale|005|Asti|001|Piemonte|892|1|||44.937548,8.072433
806|005068|Monastero Bormida|005|Asti|001|Piemonte|970|1|||44.648543,8.326643
807|005069|Moncalvo|005|Asti|001|Piemonte|3320|1|||45.050252,8.265235
863|006006|Alluvioni Cambiò|006|Alessandria|001|Piemonte|1019|2|||45.001256,8.795147
290|001290|Vauda Canavese|001|Torino|001|Piemonte|1410|2|||45.279952,7.620217
294|001294|Verrua Savoia|001|Torino|001|Piemonte|1477|2|||45.156753,8.092229
305|001305|Villar Focchiardo|001|Torino|001|Piemonte|2037|2|||45.112444,7.238412
810|005072|Montabone|005|Asti|001|Piemonte|357|1|||44.698745,8.390644
811|005073|Montafia|005|Asti|001|Piemonte|934|1|||44.989249,8.024631
812|005074|Montaldo Scarampi|005|Asti|001|Piemonte|688|1|||44.830347,8.259039
815|005077|Montemagno|005|Asti|001|Piemonte|1205|1|||44.983051,8.325337
823|005086|Piovà Massaia|005|Asti|001|Piemonte|640|1|||45.05515,8.05013
825|005088|Quaranti|005|Asti|001|Piemonte|199|1|||44.750947,8.449144
826|005089|Refrancore|005|Asti|001|Piemonte|1560|1|||44.93635,8.340839
828|005091|Roatto|005|Asti|001|Piemonte|373|1|||44.952048,8.026932
829|005092|Robella|005|Asti|001|Piemonte|562|1|||45.101652,8.10193
830|005093|Rocca d'Arazzo|005|Asti|001|Piemonte|941|1|||44.872048,8.284639
957|006100|Mongiardino Ligure|006|Alessandria|001|Piemonte|204|2|||44.64,9.0618
374|002111|Rima San Giuseppe|002|Vercelli|001|Piemonte|76|2|||45.88597,7.999013
379|002116|Roasio|002|Vercelli|001|Piemonte|2462|2|||45.604566,8.284825
402|003001|Agrate Conturbia|003|Novara|001|Piemonte|1184|2|||45.67547,8.559729
896|006039|Casale Monferrato|006|Alessandria|001|Piemonte|35244|1|||45.133356,8.457137
897|006040|Casalnoceto|006|Alessandria|001|Piemonte|877|1|||44.913056,8.982153
898|006041|Casasco|006|Alessandria|001|Piemonte|149|1|||44.828454,9.005855
909|006052|Castelnuovo Bormida|006|Alessandria|001|Piemonte|648|1|||44.742648,8.548547
911|006054|Castelspina|006|Alessandria|001|Piemonte|394|1|||44.806149,8.583146
913|006056|Cella Monte|006|Alessandria|001|Piemonte|509|1|||45.074054,8.391537
914|006057|Cereseto|006|Alessandria|001|Piemonte|431|1|||45.087654,8.319935
918|006061|Conzano|006|Alessandria|001|Piemonte|1005|1|||45.020453,8.453939
444|003077|Granozzo con Monticello|003|Novara|001|Piemonte|1216|2|||45.360163,8.573336
977|006120|Ottiglio|006|Alessandria|001|Piemonte|659|1|||45.054253,8.338536
978|006121|Ovada|006|Alessandria|001|Piemonte|11677|1|||44.638346,8.64525
979|006122|Oviglio|006|Alessandria|001|Piemonte|1294|1|||44.86125,8.487743
981|006124|Paderna|006|Alessandria|001|Piemonte|243|1|||44.820553,8.891253
506|004017|Bellino|004|Cuneo|001|Piemonte|179|2|||44.580629,7.017117
519|004030|Briaglia|004|Cuneo|001|Piemonte|288|2|||44.395833,7.875738
520|004031|Briga Alta|004|Cuneo|001|Piemonte|62|2|||44.082725,7.749441
524|004035|Camerana|004|Cuneo|001|Piemonte|723|2|||44.424036,8.141444
528|004039|Caprauna|004|Cuneo|001|Piemonte|133|2|||44.116028,7.954945
533|004044|Cartignano|004|Cuneo|001|Piemonte|170|2|||44.47833,7.285725
542|004053|Castelmagno|004|Cuneo|001|Piemonte|117|2|||44.408827,7.211924
549|004060|Celle di Macra|004|Cuneo|001|Piemonte|105|2|||44.482829,7.180622
1096|007049|Pollein|007|Valle d'Aosta|002|Valle d'Aosta|1397|1|||45.72726,7.352202
1099|007052|Pont-Saint-Martin|007|Valle d'Aosta|002|Valle d'Aosta|3833|1|||45.595361,7.794514
1106|007059|Saint-Denis|007|Valle d'Aosta|002|Valle d'Aosta|342|1|||45.752563,7.555306
1109|007062|Saint-Oyen|007|Valle d'Aosta|002|Valle d'Aosta|188|1|||45.824761,7.215597
1110|007063|Saint-Pierre|007|Valle d'Aosta|002|Valle d'Aosta|2615|1|||45.709758,7.2273
1116|007069|Valpelline|007|Valle d'Aosta|002|Valle d'Aosta|600|1|||45.824862,7.3255
1119|007072|Verrayes|007|Valle d'Aosta|002|Valle d'Aosta|1266|1|||45.763263,7.534605
1120|007073|Verrès|007|Valle d'Aosta|002|Valle d'Aosta|2624|1|||45.666562,7.689111
1122|008001|Airole|008|Imperia|007|Liguria|456|1|||43.870918,7.554141
1123|008002|Apricale|008|Imperia|007|Liguria|578|1|||43.880619,7.659343
1124|008003|Aquila di Arroscia|008|Imperia|007|Liguria|211|1|||44.085927,8.005247
1126|008005|Aurigo|008|Imperia|007|Liguria|346|1|||43.982724,7.922447
1127|008006|Badalucco|008|Imperia|007|Liguria|1264|1|||43.917322,7.845746
1132|008011|Camporosso|008|Imperia|007|Liguria|5061|1|||43.804017,7.627644
1133|008012|Caravonica|008|Imperia|007|Liguria|309|1|||43.993025,7.958047
1135|008014|Castellaro|008|Imperia|007|Liguria|1044|1|||43.865221,7.868748
566|004077|Crissolo|004|Cuneo|001|Piemonte|210|2|||44.699534,7.156018
572|004083|Elva|004|Cuneo|001|Piemonte|114|2|||44.540329,7.090319
615|004126|Monastero di Vasco|004|Cuneo|001|Piemonte|1200|2|||44.340331,7.822638
618|004129|Monchiero|004|Cuneo|001|Piemonte|518|2|||44.570538,7.920236
1139|008018|Cesio|008|Imperia|007|Liguria|241|1|||44.008025,7.975148
1140|008019|Chiusanico|008|Imperia|007|Liguria|612|1|||43.971925,7.993349
1142|008021|Cipressa|008|Imperia|007|Liguria|1157|1|||43.852921,7.932249
1144|008023|Cosio di Arroscia|008|Imperia|007|Liguria|280|1|||44.077426,7.832443
1146|008025|Diano Arentino|008|Imperia|007|Liguria|606|1|||43.949625,8.04155
1148|008027|Diano Marina|008|Imperia|007|Liguria|6159|1|||43.910324,8.079251
1150|008029|Dolceacqua|008|Imperia|007|Liguria|1901|1|||43.851718,7.622643
1153|008032|Isolabona|008|Imperia|007|Liguria|643|1|||43.879619,7.639743
1155|008034|Mendatica|008|Imperia|007|Liguria|245|1|||44.077125,7.805643
1157|008036|Montalto Ligure|008|Imperia|007|Liguria|388|1|||43.928022,7.844246
1152|008031|Imperia|008|Imperia|007|Liguria|39458|1|||43.883323,8.022251
1158|008037|Montegrosso Pian Latte|008|Imperia|007|Liguria|140|1|||44.066725,7.817043
1161|008040|Perinaldo|008|Imperia|007|Liguria|873|1|||43.867019,7.669544
1163|008042|Pieve di Teco|008|Imperia|007|Liguria|1336|1|||44.047026,7.914946
1164|008043|Pigna|008|Imperia|007|Liguria|935|1|||43.932221,7.660742
1165|008044|Pompeiana|008|Imperia|007|Liguria|831|1|||43.853721,7.889848
1172|008051|Rocchetta Nervina|008|Imperia|007|Liguria|259|1|||43.890619,7.599642
630|004141|Montezemolo|004|Cuneo|001|Piemonte|305|2|||44.377035,8.141144
631|004142|Monticello d'Alba|004|Cuneo|001|Piemonte|1911|2|||44.718941,7.942634
640|004151|Niella Tanaro|004|Cuneo|001|Piemonte|1027|2|||44.405734,7.927939
645|004156|Ostana|004|Cuneo|001|Piemonte|79|2|||44.692634,7.189419
651|004162|Perlo|004|Cuneo|001|Piemonte|130|2|||44.331834,8.085544
661|004172|Pontechianale|004|Cuneo|001|Piemonte|208|2|||44.621231,7.030017
663|004174|Prazzo|004|Cuneo|001|Piemonte|218|2|||44.483828,7.05542
671|004182|Rittana|004|Cuneo|001|Piemonte|149|2|||44.351028,7.398429
676|004187|Roccabruna|004|Cuneo|001|Piemonte|1460|2|||44.47453,7.343726
1203|009015|Cairo Montenotte|009|Savona|007|Liguria|13419|1|||44.403137,8.274547
1205|009017|Calizzano|009|Savona|007|Liguria|1583|1|||44.234532,8.120147
1210|009022|Celle Ligure|009|Savona|007|Liguria|5307|1|||44.348638,8.543954
1212|009024|Ceriale|009|Savona|007|Liguria|5277|1|||44.091629,8.223251
1214|009026|Cosseria|009|Savona|007|Liguria|1034|1|||44.367736,8.234847
1216|009028|Erli|009|Savona|007|Liguria|244|1|||44.137529,8.103148
1217|009029|Finale Ligure|009|Savona|007|Liguria|11845|1|||44.172833,8.353653
1220|009032|Giusvalla|009|Savona|007|Liguria|425|1|||44.447939,8.394149
1222|009034|Loano|009|Savona|007|Liguria|10567|1|||44.133031,8.251251
1223|009035|Magliolo|009|Savona|007|Liguria|709|1|||44.192532,8.24935
1224|009036|Mallare|009|Savona|007|Liguria|1293|1|||44.289335,8.296949
1275|010018|Cogorno|010|Genova|007|Liguria|5296|2|||44.3302,9.354
1279|010022|Fascia|010|Genova|007|Liguria|122|2|||44.58255,9.221364
701|004212|Santa Vittoria d'Alba|004|Cuneo|001|Piemonte|2512|2|||44.698641,7.937334
705|004216|Scagnello|004|Cuneo|001|Piemonte|209|2|||44.333333,7.986442
712|004223|Sommariva Perno|004|Cuneo|001|Piemonte|2626|2|||44.745642,7.900633
713|004224|Stroppo|004|Cuneo|001|Piemonte|108|2|||44.506529,7.126521
716|004227|Torre Mondovì|004|Cuneo|001|Piemonte|521|2|||44.352832,7.89964
724|004235|Valloriate|004|Cuneo|001|Piemonte|166|2|||44.337627,7.373929
740|005001|Agliano Terme|005|Asti|001|Piemonte|1697|2|||44.790246,8.250439
1226|009038|Millesimo|009|Savona|007|Liguria|3250|1|||44.367536,8.201746
1227|009039|Mioglia|009|Savona|007|Liguria|561|1|||44.49214,8.414348
1229|009041|Nasino|009|Savona|007|Liguria|224|1|||44.113628,8.032047
1230|009042|Noli|009|Savona|007|Liguria|2946|1|||44.206434,8.413653
1238|009050|Plodio|009|Savona|007|Liguria|550|1|||44.357736,8.244347
1241|009053|Rialto|009|Savona|007|Liguria|542|1|||44.226533,8.26135
1248|009060|Testico|009|Savona|007|Liguria|200|1|||44.005626,8.029249
1253|009065|Varazze|009|Savona|007|Liguria|13458|1|||44.359539,8.574054
1260|010003|Bargagli|010|Genova|007|Liguria|2624|1|||44.447246,9.091764
1263|010006|Busalla|010|Genova|007|Liguria|5978|1|||44.573247,8.955458
1268|010011|Casarza Ligure|010|Genova|007|Liguria|5915|1|||44.273545,9.449774
1272|010015|Chiavari|010|Genova|007|Liguria|27476|1|||44.320145,9.321971
1282|010025|Genova|010|Genova|007|Liguria|610307|1|||44.421243,8.90416
1277|010020|Crocefieschi|010|Genova|007|Liguria|564|1|||44.579748,9.02396
1278|010021|Davagna|010|Genova|007|Liguria|1783|1|||44.465846,9.086663
1280|010023|Favale di Malvaro|010|Genova|007|Liguria|480|1|||44.452247,9.258967
1281|010024|Fontanigorda|010|Genova|007|Liguria|337|1|||44.54605,9.304466
1299|010042|Orero|010|Genova|007|Liguria|610|2|||44.408346,9.267068
1297|010040|Ne|010|Genova|007|Liguria|2334|2|||44.356246,9.387872
1327|011003|Beverino|011|La Spezia|007|Liguria|2233|2|||44.197346,9.784383
755|005016|Camerano Casasco|005|Asti|001|Piemonte|494|2|||44.991649,8.091032
790|005052|Dusino San Michele|005|Asti|001|Piemonte|938|2|||44.926147,7.970731
796|005058|Incisa Scapaccino|005|Asti|001|Piemonte|2031|2|||44.808048,8.375842
797|005059|Isola d'Asti|005|Asti|001|Piemonte|2041|2|||44.833146,8.180237
814|005076|Montegrosso d'Asti|005|Asti|001|Piemonte|2084|2|||44.820647,8.237538
819|005082|Passerano Marmorito|005|Asti|001|Piemonte|450|2|||45.05585,8.018729
1284|010027|Isola del Cantone|010|Genova|007|Liguria|1490|1|||44.645649,8.957557
1285|010028|Lavagna|010|Genova|007|Liguria|12940|1|||44.307945,9.342171
1292|010035|Mignanego|010|Genova|007|Liguria|3515|1|||44.522946,8.913158
1294|010037|Moneglia|010|Genova|007|Liguria|2753|1|||44.238044,9.493476
1296|010039|Montoggio|010|Genova|007|Liguria|1988|1|||44.517447,9.048161
1298|010041|Neirone|010|Genova|007|Liguria|939|1|||44.455447,9.191666
1300|010043|Pieve Ligure|010|Genova|007|Liguria|2459|1|||44.376244,9.086165
1302|010045|Propata|010|Genova|007|Liguria|155|1|||44.565649,9.185663
1305|010048|Rezzoaglio|010|Genova|007|Liguria|1248|1|||44.52625,9.388269
1307|010050|Rondanina|010|Genova|007|Liguria|95|1|||44.563249,9.218064
1309|010052|Rovegno|010|Genova|007|Liguria|558|1|||44.57675,9.279165
1313|010056|Santo Stefano d'Aveto|010|Genova|007|Liguria|1257|1|||44.545451,9.448169
1316|010059|Sestri Levante|010|Genova|007|Liguria|19084|1|||44.271444,9.412774
1317|010060|Sori|010|Genova|007|Liguria|4263|1|||44.369844,9.106965
1319|010062|Torriglia|010|Genova|007|Liguria|2216|1|||44.520148,9.160164
1321|010064|Uscio|010|Genova|007|Liguria|2198|1|||44.413345,9.162566
1324|010067|Zoagli|010|Genova|007|Liguria|2421|1|||44.336645,9.270969
1325|011001|Ameglia|011|La Spezia|007|Liguria|4520|1|||44.067745,9.965189
1326|011002|Arcola|011|La Spezia|007|Liguria|9914|1|||44.118545,9.912687
1333|011009|Carro|011|La Spezia|007|Liguria|635|2|||44.272146,9.608878
881|006024|Brignano-Frascata|006|Alessandria|001|Piemonte|500|2|||44.812854,9.040256
1336|011012|Deiva Marina|011|La Spezia|007|Liguria|1463|1|||44.218944,9.518977
1339|011015|La Spezia|011|La Spezia|007|Liguria|91391|1|||44.110545,9.843386
1496|012140|Vizzola Ticino|012|Varese|003|Lombardia|428|2|||45.6317,8.6865
889|006032|Carezzano|006|Alessandria|001|Piemonte|449|2|||44.807052,8.900553
901|006044|Cassinelle|006|Alessandria|001|Piemonte|864|2|||44.601544,8.563449
907|006050|Castelletto Merli|006|Alessandria|001|Piemonte|470|2|||45.073953,8.240134
916|006059|Cerrina Monferrato|006|Alessandria|001|Piemonte|1599|2|||45.121354,8.213832
917|006060|Coniolo|006|Alessandria|001|Piemonte|422|2|||45.148156,8.370935
1447|012091|Lozza|012|Varese|003|Lombardia|951|1|||45.775675,8.857734
1451|012095|Malgesso|012|Varese|003|Lombardia|1113|1|||45.827875,8.675529
1454|012098|Marnate|012|Varese|003|Lombardia|5967|1|||45.625772,8.910138
1456|012100|Masciago Primo|012|Varese|003|Lombardia|272|1|||45.917778,8.78113
1458|012102|Mesenzana|012|Varese|003|Lombardia|1231|1|||45.951579,8.764529
1459|012103|Montegrino Valtravaglia|012|Varese|003|Lombardia|1183|1|||45.97398,8.767428
1462|012106|Mornago|012|Varese|003|Lombardia|4163|1|||45.745774,8.751232
1464|012108|Olgiate Olona|012|Varese|003|Lombardia|10801|1|||45.622172,8.880837
1465|012109|Origgio|012|Varese|003|Lombardia|6379|1|||45.596173,9.017541
1466|012110|Orino|012|Varese|003|Lombardia|779|1|||45.881477,8.715629
1467|012111|Osmate|012|Varese|003|Lombardia|447|1|||45.788874,8.659929
1472|012116|Ranco|012|Varese|003|Lombardia|1108|1|||45.798273,8.571427
1473|012117|Saltrio|012|Varese|003|Lombardia|2857|1|||45.870378,8.920534
1480|012124|Sumirago|012|Varese|003|Lombardia|5849|1|||45.737674,8.781633
1560|013093|Drezzo|013|Como|003|Lombardia|1003|2|||45.815278,8.994836
967|006110|Morbello|006|Alessandria|001|Piemonte|459|2|||44.605044,8.510748
974|006117|Odalengo Piccolo|006|Alessandria|001|Piemonte|274|2|||45.071652,8.206033
994|006137|Pozzol Groppo|006|Alessandria|001|Piemonte|397|2|||44.878055,9.029854
1010|006153|San Giorgio Monferrato|006|Alessandria|001|Piemonte|1279|2|||45.107355,8.416137
1509|013019|Bellagio|013|Como|003|Lombardia|2949|1|||45.973684,9.260539
1513|013024|Bizzarone|013|Como|003|Lombardia|1495|1|||45.834278,8.942735
1514|013025|Blessagno|013|Como|003|Lombardia|253|1|||45.959082,9.097536
1515|013026|Blevio|013|Como|003|Lombardia|1221|1|||45.842179,9.105138
1519|013032|Brunate|013|Como|003|Lombardia|1730|1|||45.820979,9.094338
1520|013034|Bulgarograsso|013|Como|003|Lombardia|2989|1|||45.747076,9.006438
1522|013036|Cadorago|013|Como|003|Lombardia|6593|1|||45.727276,9.037839
1523|013037|Caglio|013|Como|003|Lombardia|369|1|||45.872381,9.238841
1529|013044|Carate Urio|013|Como|003|Lombardia|1209|1|||45.87178,9.122138
1530|013045|Carbonate|013|Como|003|Lombardia|2575|1|||45.685074,8.938138
1535|013052|Caslino d'Erba|013|Como|003|Lombardia|1714|1|||45.83868,9.231441
1536|013053|Casnate con Bernate|013|Como|003|Lombardia|4382|1|||45.756277,9.072639
1539|013059|Castelnuovo Bozzente|013|Como|003|Lombardia|777|1|||45.764576,8.943536
1540|013060|Castiglione d'Intelvi|013|Como|003|Lombardia|760|1|||45.955082,9.090636
1054|007007|Ayas|007|Valle d'Aosta|002|Valle d'Aosta|1268|2|||45.815065,7.689108
1058|007011|Brissogne|007|Valle d'Aosta|002|Valle d'Aosta|904|2|||45.72566,7.392603
1060|007013|Challand-Saint-Anselme|007|Valle d'Aosta|002|Valle d'Aosta|686|2|||45.714563,7.734511
1061|007014|Challand-Saint-Victor|007|Valle d'Aosta|002|Valle d'Aosta|586|2|||45.690462,7.704711
1063|007016|Chamois|007|Valle d'Aosta|002|Valle d'Aosta|93|2|||45.838865,7.618706
1065|007018|Champorcher|007|Valle d'Aosta|002|Valle d'Aosta|423|2|||45.62376,7.62151
1072|007025|Emarèse|007|Valle d'Aosta|002|Valle d'Aosta|202|2|||45.724563,7.70181
1074|007027|Fénis|007|Valle d'Aosta|002|Valle d'Aosta|1618|2|||45.733462,7.497705
1082|007035|Introd|007|Valle d'Aosta|002|Valle d'Aosta|550|2|||45.693058,7.182399
1084|007037|Issogne|007|Valle d'Aosta|002|Valle d'Aosta|1346|2|||45.654961,7.685711
1596|013143|Mariano Comense|013|Como|003|Lombardia|20282|1|||45.692076,9.179743
1599|013147|Merone|013|Como|003|Lombardia|3597|1|||45.787179,9.244042
1601|013152|Moltrasio|013|Como|003|Lombardia|1768|1|||45.85998,9.098438
1605|013157|Montorfano|013|Como|003|Lombardia|2489|1|||45.786378,9.14374
1607|013160|Musso|013|Como|003|Lombardia|1067|1|||46.111188,9.274637
1608|013161|Nesso|013|Como|003|Lombardia|1302|1|||45.912382,9.156738
1159|008038|Olivetta San Michele|008|Imperia|007|Liguria|238|2|||43.878718,7.51504
1167|008046|Pornassio|008|Imperia|007|Liguria|651|2|||44.070526,7.869544
1168|008047|Prelà|008|Imperia|007|Liguria|480|2|||43.926123,7.936748
1169|008048|Ranzo|008|Imperia|007|Liguria|532|2|||44.059627,8.014947
1191|009003|Albissola Marina|009|Savona|007|Liguria|5623|2|||44.330938,8.503053
1194|009006|Andora|009|Savona|007|Liguria|6767|2|||43.951926,8.145652
1195|009007|Arnasco|009|Savona|007|Liguria|563|2|||44.078228,8.107449
1201|009013|Borgio Verezzi|009|Savona|007|Liguria|2095|2|||44.160732,8.309152
1202|009014|Bormida|009|Savona|007|Liguria|453|2|||44.278134,8.232348
5823|067008|Campli|067|Teramo|013|Abruzzo|7266|1|||42.728545,13.692292
1659|013248|San Siro|013|Como|003|Lombardia|1078|2|||46.066667,9.266667
1286|010029|Leivi|010|Genova|007|Liguria|2218|2|||44.352545,9.30167
1291|010034|Mezzanego|010|Genova|007|Liguria|1303|2|||44.382747,9.376671
1293|010036|Moconesi|010|Genova|007|Liguria|2561|2|||44.420646,9.209767
1310|010053|San Colombano Certenoli|010|Genova|007|Liguria|2401|2|||44.372146,9.31207
1356|011032|Zignago|011|La Spezia|007|Liguria|515|2|||44.297248,9.73788
1372|012016|Bodio Lomnago|012|Varese|003|Lombardia|2012|2|||45.788675,8.750831
1376|012020|Brezzo di Bedero|012|Varese|003|Lombardia|950|2|||45.978379,8.717427
1383|012027|Cadegliano-Viconago|012|Varese|003|Lombardia|1774|2|||45.95948,8.84343
1401|012045|Castelveccana|012|Varese|003|Lombardia|1963|2|||45.947978,8.666327
1409|012053|Cocquio-Trevisago|012|Varese|003|Lombardia|4600|2|||45.862876,8.688229
1609|013163|Novedrate|013|Como|003|Lombardia|2889|1|||45.698076,9.120741
1610|013165|Olgiate Comasco|013|Como|003|Lombardia|10354|1|||45.785377,8.967636
1612|013170|Orsenigo|013|Como|003|Lombardia|2340|1|||45.777379,9.181741
1613|013172|Ossuccio|013|Como|003|Lombardia|940|1|||45.969583,9.179737
1614|013175|Parè|013|Como|003|Lombardia|1534|1|||45.810878,9.008737
1615|013178|Peglio|013|Como|003|Lombardia|197|1|||46.160389,9.294736
1618|013184|Pigra|013|Como|003|Lombardia|302|1|||45.956682,9.126036
1619|013185|Plesio|013|Como|003|Lombardia|805|1|||46.048586,9.224537
1620|013186|Pognana Lario|013|Como|003|Lombardia|901|1|||45.878481,9.157939
